label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
N,0.0,0.0,0.02251797914505005,-0.09310103207826614,-0.05604434013366699,-0.055834874510765076,-0.15345314145088196,0.03728733956813812,-0.23456990718841553,0.1455906331539154,0.06494009494781494,-0.044158078730106354,0.15426421165466309,0.08691331744194031,0.2037416696548462,0.19905567169189453,0.2490776777267456,0.30106180906295776,0.05230146646499634,0.0587562620639801,0.058365702629089355,0.3140186071395874,0.06628036499023438,0.44540661573410034,0.07910621166229248,0.519728422164917,0.01879960298538208,0.163313090801239,-0.01764380931854248,0.3971392512321472,-0.04338723421096802,0.4511147737503052,-0.06558799743652344,0.46457439661026,-0.005700647830963135,0.26071956753730774,-0.013014256954193115,0.5145677328109741,0.005417346954345703,0.630252480506897,-0.0065604448318481445,0.6946369409561157
C,0.0,0.0,0.21728509664535522,-0.11135709285736084,0.33441901206970215,-0.26906120777130127,0.4551793336868286,-0.36034250259399414,0.5710269212722778,-0.44257017970085144,0.06694799661636353,-0.5049080848693848,0.09127363562583923,-0.7252904772758484,0.24439620971679688,-0.7622746676206589,0.3819933533668518,-0.7272775173187256,0.018056660890579224,-0.5003157258033752,0.06249594688415527,-0.753479078412056,0.25595802068710327,-0.782569944858551,0.3953315019607544,-0.7121414989233017,-0.03105384111404419,-0.48413437604904175,0.016964256763458252,-0.7332437634468079,0.22016209363937378,-0.7486299872398376,0.3561241030693054,-0.6865569353103638,-0.05663517117500305,-0.44034358859062195,-0.02861398458480835,-0.6488796174526215,0.11143240332603455,-0.710516482591629,0.23106032609939575,-0.7009837478399277
A,0.0,0.0,0.10890990495681763,-0.14234477281570435,0.07981270551681519,-0.3805621266365051,-0.01232212781906128,-0.5567222237586975,-0.056745707988739014,-0.6962907314300537,-0.18259838223457336,-0.5151602625846863,-0.20765715837478638,-0.5767092257738113,-0.09974879026412964,-0.46000242233276367,-0.08292680978775024,-0.4074501693248749,-0.3040659427642822,-0.4449779987335205,-0.2608170509338379,-0.4295464754104614,-0.10330599546432495,-0.3078150749206543,-0.12523996829986572,-0.31523168087005615,-0.3803195655345917,-0.34184730052948,-0.30065906047821045,-0.2894057035446167,-0.1571674942970276,-0.20532727241516113,-0.17535057663917542,-0.21959245204925537,-0.4368409514427185,-0.22828549146652222,-0.3461466133594513,-0.17076337337493896,-0.2363033890724182,-0.12782490253448486,-0.24558541178703308,-0.147186279296875
L,0.0,0.0,0.15608686208724976,0.03494483232498169,0.3475356101989746,-0.0165097713470459,0.5181378126144409,-0.06269687414169312,0.660346508026123,-0.07412242889404297,0.3215329647064209,-0.2966300845146179,0.38855355978012085,-0.4997386932373047,0.43030309677124023,-0.6288459300994873,0.46484917402267456,-0.7518684267997742,0.1970682144165039,-0.3553953170776367,0.2064061164855957,-0.35924777388572693,0.1453060507774353,-0.17959141731262207,0.13768625259399414,-0.19065755605697632,0.06570526957511902,-0.3764551877975464,0.0740201473236084,-0.34914329648017883,0.04419606924057007,-0.19398409128189087,0.04645547270774841,-0.20814543962478638,-0.0612453818321228,-0.3772397041320801,-0.061972081661224365,-0.3725571632385254,-0.06647300720214844,-0.25045448541641235,-0.062423914670944214,-0.23717689514160156
A,0.0,0.0,0.12470275163650513,-0.12798291444778442,0.13538819551467896,-0.37165364623069763,0.05934631824493408,-0.5607011616230011,0.027902960777282715,-0.7104240357875824,-0.11523693799972534,-0.5382600426673889,-0.12703710794448853,-0.6059133112430573,-0.03032517433166504,-0.46861517429351807,-0.017154216766357422,-0.4023318290710449,-0.2467862367630005,-0.4849914014339447,-0.20787227153778076,-0.4610104262828827,-0.06104022264480591,-0.3140941262245178,-0.06764066219329834,-0.3145860433578491,-0.34398016333580017,-0.38803189992904663,-0.27054446935653687,-0.3165123462677002,-0.1287621259689331,-0.20715147256851196,-0.13176727294921875,-0.22341138124465942,-0.42335909605026245,-0.27297496795654297,-0.33357951045036316,-0.1914365291595459,-0.22213342785835266,-0.132720947265625,-0.2211795449256897,-0.15718728303909302
U,0.0,0.0,0.13703632354736328,-0.11626249551773071,0.2207241654396057,-0.2913411855697632,0.11399012804031372,-0.3618447780609131,-0.024065613746643066,-0.2848725914955139,-0.06624478101730347,-0.44644975662231445,-0.13032162189483643,-0.5905142724514008,-0.19871708750724792,-0.6771203428506851,-0.2622191905975342,-0.7469761371612549,-0.1768202781677246,-0.4066878855228424,-0.30035488307476044,-0.5714048147201538,-0.3780537545681,-0.6802769303321838,-0.46673786640167236,-0.7718417644500732,-0.26184916496276855,-0.3344476819038391,-0.2638907730579376,-0.4755306541919708,-0.11746329069137573,-0.4189155697822571,-0.05183380842208862,-0.3486815094947815,-0.33933407068252563,-0.2383946180343628,-0.33602842688560486,-0.38394713401794434,-0.23124048113822937,-0.3628079295158386,-0.1716635823249817,-0.3030649423599243
O,0.0,0.0,-0.20894861221313477,-0.020927786827087402,-0.2978513240814209,-0.13043290376663208,-0.36597153544425964,-0.2147178053855896,-0.43548163771629333,-0.29335227608680725,-0.14831024408340454,-0.36134597659111023,-0.27884942293167114,-0.4381769895553589,-0.35966214537620544,-0.3829908072948456,-0.3681873083114624,-0.30605608224868774,-0.12388062477111816,-0.4142969250679016,-0.3044842779636383,-0.4624437689781189,-0.39047758281230927,-0.38062557578086853,-0.3865523636341095,-0.2878084182739258,-0.1149706244468689,-0.44611378014087677,-0.3119855225086212,-0.4917536675930023,-0.39347220957279205,-0.39456257224082947,-0.3810659945011139,-0.3118537366390228,-0.12325382232666016,-0.4643843173980713,-0.31274810433387756,-0.49543052911758423,-0.3801923245191574,-0.4157896041870117,-0.36919665336608887,-0.3344184160232544
L,0.0,0.0,0.1345927119255066,-0.030943691730499268,0.25809431076049805,-0.11284148693084717,0.37793558835983276,-0.18225312232971191,0.5034787058830261,-0.2355104684829712,0.19147735834121704,-0.3739854097366333,0.16102850437164307,-0.562044084072113,0.14142268896102905,-0.6804634928703308,0.1317705512046814,-0.8038256466388702,0.07249137759208679,-0.3610319495201111,0.013672411441802979,-0.3810723125934601,0.029467999935150146,-0.19986170530319214,0.07514843344688416,-0.2070784568786621,-0.044305503368377686,-0.32844793796539307,-0.09880581498146057,-0.33215975761413574,-0.05705106258392334,-0.1820424199104309,-0.0004709959030151367,-0.2006516456604004,-0.15001705288887024,-0.30068010091781616,-0.21559643745422363,-0.3201940059661865,-0.17705214023590088,-0.21535766124725342,-0.13172399997711182,-0.1980454921722412
A,0.0,0.0,-0.14756697416305542,-0.1630684733390808,-0.10384352505207062,-0.3959310054779053,0.0031689703464508057,-0.5476014614105225,0.05664905905723572,-0.6623230874538422,0.1071459949016571,-0.4983498156070709,0.16004076600074768,-0.5567381381988525,0.0696156919002533,-0.44189974665641785,0.02920776605606079,-0.3942906856536865,0.23236283659934998,-0.42313292622566223,0.24682435393333435,-0.4329596757888794,0.10004356503486633,-0.30090421438217163,0.08893570303916931,-0.3094560503959656,0.31927725672721863,-0.3250698447227478,0.3092629611492157,-0.30835461616516113,0.16363847255706787,-0.21009451150894165,0.1519533097743988,-0.2206031084060669,0.3840987980365753,-0.21570461988449097,0.3640950620174408,-0.20789307355880737,0.26189014315605164,-0.1508992314338684,0.24778643250465393,-0.15325510501861572
A,0.0,0.0,0.14764904975891113,-0.12935537099838257,0.17674875259399414,-0.3805176615715027,0.08419901132583618,-0.5592489242553711,0.03824472427368164,-0.6845521628856659,-0.04950970411300659,-0.5061495304107666,-0.0874793529510498,-0.5995304584503174,0.0048212409019470215,-0.45666131377220154,0.006920933723449707,-0.41865190863609314,-0.1735234558582306,-0.446344256401062,-0.1832466721534729,-0.49261674284935,-0.05112123489379883,-0.33583366870880127,-0.06752413511276245,-0.34781867265701294,-0.27214473485946655,-0.36483365297317505,-0.26325172185897827,-0.3696762025356293,-0.13851863145828247,-0.24973267316818237,-0.15256273746490479,-0.27064257860183716,-0.36652541160583496,-0.274888813495636,-0.3380983769893646,-0.2606390714645386,-0.24042880535125732,-0.1896650195121765,-0.2428903877735138,-0.20646309852600098
P,0.0,0.0,0.11701223254203796,-0.09105005860328674,0.3028189241886139,-0.11725589632987976,0.4503997266292572,-0.11159318685531616,0.5629262030124664,-0.121101975440979,0.3561580181121826,-0.24738773703575134,0.5552980005741119,-0.3098374605178833,0.6752440631389618,-0.38065285980701447,0.7760243117809296,-0.4427633583545685,0.3319723308086395,-0.19766291975975037,0.5317151844501495,0.006712555885314941,0.6106686294078827,0.16673243045806885,0.6673278510570526,0.2734105587005615,0.29578152298927307,-0.10192930698394775,0.4137638509273529,0.10569071769714355,0.3347926139831543,0.12322306632995605,0.2717776596546173,0.09003174304962158,0.256745845079422,0.001362621784210205,0.3343260884284973,0.18365591764450073,0.2687922716140747,0.19743818044662476,0.22330966591835022,0.16691595315933228
C,0.0,0.0,0.23269817233085632,-0.0992586612701416,0.3594154417514801,-0.21830594539642334,0.4839542806148529,-0.2657727003097534,0.6213330924510956,-0.3084118962287903,0.08025884628295898,-0.46573418378829956,0.24309971928596497,-0.6417639851570129,0.4146150052547455,-0.6417862176895142,0.5367976725101471,-0.5654319822788239,0.04423460364341736,-0.4688054621219635,0.23893731832504272,-0.6869790256023407,0.44118598103523254,-0.6652713567018509,0.5675570070743561,-0.5700542628765106,0.04473492503166199,-0.44784921407699585,0.22902098298072815,-0.6516576111316681,0.4346906840801239,-0.6433739066123962,0.5558052361011505,-0.5745195150375366,0.09905621409416199,-0.40120723843574524,0.2621310353279114,-0.5671272277832031,0.41523125767707825,-0.5875663906335831,0.5185680687427521,-0.552623063325882
T,0.0,0.0,0.144588440656662,-0.0664377212524414,0.26347050070762634,-0.19820916652679443,0.3559654653072357,-0.3039064407348633,0.4695115387439728,-0.36964643001556396,0.1228877604007721,-0.3570854067802429,0.20197895169258118,-0.39972037076950073,0.2781834304332733,-0.3705940842628479,0.33086928725242615,-0.3442705273628235,0.030052214860916138,-0.37573790550231934,0.04686710238456726,-0.5704331994056702,0.03732782602310181,-0.6964299827814102,0.009716600179672241,-0.804020345211029,-0.06863567233085632,-0.34623122215270996,-0.0833413302898407,-0.5329486727714539,-0.09905779361724854,-0.6412230730056763,-0.12266561388969421,-0.7395366430282593,-0.16849753260612488,-0.27564454078674316,-0.19052352011203766,-0.4208657145500183,-0.2119932472705841,-0.509017139673233,-0.24138036370277405,-0.5914604067802429
U,0.0,0.0,0.15412116050720215,-0.10475391149520874,0.24826288223266602,-0.2523452043533325,0.16809320449829102,-0.33916813135147095,0.029126763343811035,-0.2909485101699829,-0.00849759578704834,-0.42078697681427,-0.06150045990943909,-0.5807095170021057,-0.1122201681137085,-0.6708966791629791,-0.15691620111465454,-0.7511590123176575,-0.11341947317123413,-0.3973616361618042,-0.2204264998435974,-0.583774596452713,-0.2779800146818161,-0.7024182379245758,-0.34293901920318604,-0.7942491173744202,-0.1969047486782074,-0.3425493836402893,-0.20499542355537415,-0.4925325810909271,-0.06624111533164978,-0.4355066418647766,0.002141714096069336,-0.3606875538825989,-0.27496472001075745,-0.27120882272720337,-0.27474480867385864,-0.4215989112854004,-0.17498844861984253,-0.4082566797733307,-0.11459082365036011,-0.35558801889419556
L,0.0,0.0,-0.18748128414154053,-0.01432645320892334,-0.37951403856277466,-0.09551441669464111,-0.5467467606067657,-0.16365808248519897,-0.686376303434372,-0.20038223266601562,-0.28939199447631836,-0.3933858275413513,-0.3259597718715668,-0.5945185422897339,-0.3373986482620239,-0.7214401662349701,-0.36374980211257935,-0.8474473059177399,-0.16481775045394897,-0.42216312885284424,-0.16737699508666992,-0.4153968095779419,-0.1348896026611328,-0.24995118379592896,-0.13686007261276245,-0.2602454423904419,-0.029554367065429688,-0.4148547053337097,-0.040560245513916016,-0.4017164707183838,-0.01636970043182373,-0.2512873411178589,-0.021002531051635742,-0.2720775604248047,0.10592710971832275,-0.3926040530204773,0.09041661024093628,-0.40504908561706543,0.09374290704727173,-0.286146342754364,0.09253966808319092,-0.27299702167510986
P,0.0,0.0,0.13001710176467896,-0.037111103534698486,0.3040696084499359,-0.033811986446380615,0.4519858658313751,-0.018401145935058594,0.5848297774791718,-0.036574363708496094,0.3695320785045624,-0.17440250515937805,0.5835008323192596,-0.20959225296974182,0.7182208001613617,-0.29000382125377655,0.8233778178691864,-0.3616967797279358,0.32975661754608154,-0.1307007074356079,0.5223933756351471,0.12153089046478271,0.5198652446269989,0.23960000276565552,0.5209638774394989,0.29522979259490967,0.26833292841911316,-0.030871450901031494,0.39055654406547546,0.23544824123382568,0.30369338393211365,0.23574227094650269,0.24871250987052917,0.18354547023773193,0.2093675136566162,0.08257722854614258,0.2863970994949341,0.3098796606063843,0.2177492082118988,0.3033650517463684,0.1731949746608734,0.2459120750427246
D,0.0,0.0,0.0960751622915268,-0.13404417037963867,0.24260075390338898,-0.27043116092681885,0.4296744018793106,-0.3093562126159668,0.5816705375909805,-0.27884918451309204,0.18309642374515533,-0.473179429769516,0.2525457292795181,-0.7024325430393219,0.3993145078420639,-0.7274311631917953,0.5129534751176834,-0.6624380499124527,0.18009285628795624,-0.3978855311870575,0.5315988212823868,-0.44371354579925537,0.7144446521997452,-0.358364999294281,0.7938841730356216,-0.2608942985534668,0.22238798439502716,-0.2781033515930176,0.5519055873155594,-0.3420931100845337,0.7235993295907974,-0.2874472439289093,0.795830026268959,-0.21475940942764282,0.2894762307405472,-0.16216278076171875,0.5491175800561905,-0.19856774806976318,0.66847063601017,-0.17067170143127441,0.7320964485406876,-0.13396215438842773
T,0.0,0.0,0.18747663497924805,-0.09040987491607666,0.30527639389038086,-0.19612038135528564,0.4260110855102539,-0.2708390951156616,0.5506142377853394,-0.3414342403411865,0.14206108450889587,-0.3894503712654114,0.1876908540725708,-0.427959144115448,0.2536543607711792,-0.40702229738235474,0.29911571741104126,-0.38569891452789307,0.08399301767349243,-0.3884880542755127,0.08682292699813843,-0.5654774010181427,0.07204365730285645,-0.6875774413347244,0.03600987792015076,-0.7783821225166321,0.024685651063919067,-0.3602558374404907,0.005194544792175293,-0.5253659188747406,-0.03328530490398407,-0.6371828019618988,-0.08241802453994751,-0.7247880697250366,-0.026757746934890747,-0.30101341009140015,-0.05285079777240753,-0.43124666810035706,-0.0917024165391922,-0.5184017717838287,-0.13615062832832336,-0.5914387404918671
P,0.0,0.0,0.1162889152765274,-0.07737094163894653,0.28949180245399475,-0.118594229221344,0.4316195547580719,-0.1286299228668213,0.5449710786342621,-0.15038368105888367,0.34776926040649414,-0.263921856880188,0.537871927022934,-0.3304194509983063,0.6603034436702728,-0.407703697681427,0.7607682049274445,-0.4713752269744873,0.3210964500904083,-0.22245937585830688,0.5172224938869476,-0.012406885623931885,0.6021644771099091,0.12470436096191406,0.6607499420642853,0.21685385704040527,0.2801487147808075,-0.12829580903053284,0.3981161415576935,0.09876859188079834,0.31884387135505676,0.10907161235809326,0.2569485008716583,0.07121539115905762,0.23356223106384277,-0.02340412139892578,0.3135208785533905,0.17109990119934082,0.2539868652820587,0.1812303066253662,0.2150605320930481,0.14477300643920898
U,0.0,0.0,0.15397858619689941,-0.08903706073760986,0.23559027910232544,-0.23906171321868896,0.14157211780548096,-0.3167828321456909,-0.001326441764831543,-0.2909137010574341,0.017911672592163086,-0.41900259256362915,-0.03235745429992676,-0.5759842693805695,-0.08089333772659302,-0.6653967201709747,-0.1307353973388672,-0.7470366060733795,-0.09454125165939331,-0.4066794514656067,-0.19264736771583557,-0.5912213623523712,-0.24173422157764435,-0.7073370814323425,-0.29780542850494385,-0.7959114909172058,-0.18486812710762024,-0.3541005849838257,-0.19018644094467163,-0.49558377265930176,-0.0682782530784607,-0.42526188492774963,-0.012365996837615967,-0.34506410360336304,-0.2643507868051529,-0.2730472683906555,-0.2678352892398834,-0.4149322211742401,-0.1746295988559723,-0.3955283761024475,-0.11933168768882751,-0.3381751775741577
D,0.0,0.0,0.021624982357025146,-0.18857181072235107,0.12372365593910217,-0.35463571548461914,0.2773769795894623,-0.42662858963012695,0.40803006291389465,-0.4044783413410187,0.13001447916030884,-0.462862104177475,0.19041964411735535,-0.6784857660531998,0.33426761627197266,-0.7293258607387543,0.44987133145332336,-0.6858985275030136,0.18918046355247498,-0.37571024894714355,0.5092870891094208,-0.4738670587539673,0.6521051228046417,-0.4213215708732605,0.6869451701641083,-0.3505755662918091,0.27200284600257874,-0.2693150043487549,0.5764413177967072,-0.387565016746521,0.7113761007785797,-0.35410982370376587,0.7436083257198334,-0.29679739475250244,0.36414197087287903,-0.16750562191009521,0.6017676889896393,-0.2555769681930542,0.6953139007091522,-0.2438448667526245,0.7290505468845367,-0.22166478633880615
D,0.0,0.0,0.00711783766746521,-0.18588000535964966,0.10139229893684387,-0.3643541932106018,0.27021269500255585,-0.43461787700653076,0.42720188200473785,-0.39715802669525146,0.08024561405181885,-0.46325933933258057,0.12138025462627411,-0.6954746842384338,0.2589213401079178,-0.7479778230190277,0.3703736811876297,-0.7027286440134048,0.16083209216594696,-0.38739675283432007,0.4751519113779068,-0.508247971534729,0.6239591985940933,-0.4586496949195862,0.6650015264749527,-0.38094910979270935,0.26125742495059967,-0.28937071561813354,0.5584984570741653,-0.4286607801914215,0.6931735426187515,-0.3995707035064697,0.7360218316316605,-0.34752747416496277,0.3665197044610977,-0.1902233362197876,0.5957112461328506,-0.3016965985298157,0.6874789744615555,-0.29529136419296265,0.7278741747140884,-0.2756410241127014
D,0.0,0.0,0.23431044816970825,-0.0779346227645874,0.4023507535457611,-0.1819859743118286,0.5481018722057343,-0.22364187240600586,0.6488032639026642,-0.23055344820022583,0.21049365401268005,-0.45129549503326416,0.2607368230819702,-0.6607826054096222,0.3650313913822174,-0.680030882358551,0.45453986525535583,-0.6644339263439178,0.1260797679424286,-0.414497971534729,0.44310417771339417,-0.43243181705474854,0.629389077425003,-0.3244625926017761,0.7157346904277802,-0.21520251035690308,0.08768859505653381,-0.3054769039154053,0.4067825376987457,-0.33241406083106995,0.5971927344799042,-0.24089527130126953,0.688788503408432,-0.15283852815628052,0.09156167507171631,-0.17872285842895508,0.3515714108943939,-0.18657749891281128,0.5004237592220306,-0.14304888248443604,0.5801876485347748,-0.10353648662567139
U,0.0,0.0,-0.1531861126422882,-0.06931197643280029,-0.21989154815673828,-0.2380322813987732,-0.1132921576499939,-0.31694990396499634,0.04282873868942261,-0.305891752243042,-0.003710508346557617,-0.4285881519317627,0.03206521272659302,-0.5947568118572235,0.06311404705047607,-0.6963050663471222,0.10489076375961304,-0.7829664349555969,0.11893719434738159,-0.41982558369636536,0.2037615180015564,-0.6199871599674225,0.23563241958618164,-0.7427613139152527,0.2757779359817505,-0.8452089428901672,0.21754008531570435,-0.36951202154159546,0.20173269510269165,-0.5147925019264221,0.08205419778823853,-0.42153966426849365,0.02158409357070923,-0.32750099897384644,0.3081821799278259,-0.2906920313835144,0.30074453353881836,-0.4446711838245392,0.21494907140731812,-0.40690383315086365,0.15932852029800415,-0.33835166692733765
T,0.0,0.0,0.1878899335861206,-0.08622866868972778,0.3236393630504608,-0.20168399810791016,0.4446340501308441,-0.27885961532592773,0.5793273746967316,-0.3496536612510681,0.1829136312007904,-0.3841334581375122,0.23110631108283997,-0.4750317931175232,0.2825861871242523,-0.4970552921295166,0.3176644742488861,-0.5112603306770325,0.11310842633247375,-0.3860107660293579,0.12501710653305054,-0.581124871969223,0.11250743269920349,-0.7076316922903061,0.07764023542404175,-0.8023654818534851,0.037497758865356445,-0.356536328792572,0.036937326192855835,-0.5386675298213959,0.01057615876197815,-0.6562656164169312,-0.028129860758781433,-0.7540324032306671,-0.035338327288627625,-0.29674625396728516,-0.03932903707027435,-0.43944278359413147,-0.06148749589920044,-0.5320058166980743,-0.09432655572891235,-0.6165316700935364
A,0.0,0.0,0.1340639591217041,-0.16360336542129517,0.16791307926177979,-0.3726004660129547,0.08085501194000244,-0.5452036261558533,0.005100548267364502,-0.6609510779380798,-0.0315479040145874,-0.463331401348114,-0.09480053186416626,-0.5549392402172089,-0.003843069076538086,-0.4168909788131714,0.011288046836853027,-0.37972235679626465,-0.1579274833202362,-0.39095932245254517,-0.20067816972732544,-0.46428635716438293,-0.06365644931793213,-0.30114275217056274,-0.06422865390777588,-0.30835431814193726,-0.2655220627784729,-0.30937907099723816,-0.3198630213737488,-0.37644433975219727,-0.17955422401428223,-0.23620861768722534,-0.16820240020751953,-0.24223309755325317,-0.35868918895721436,-0.21501296758651733,-0.40995168685913086,-0.2750558853149414,-0.2972548305988312,-0.1913536787033081,-0.2607932388782501,-0.18984651565551758
T,0.0,0.0,0.19910140335559845,-0.0747336745262146,0.32683391869068146,-0.17852884531021118,0.454223170876503,-0.24627697467803955,0.5915709882974625,-0.3116494417190552,0.17341841757297516,-0.3706570863723755,0.24671752750873566,-0.4120287597179413,0.3266185075044632,-0.3824901580810547,0.3772835284471512,-0.3496553301811218,0.11220742762088776,-0.3651123046875,0.12841318547725677,-0.5532072186470032,0.11805956065654755,-0.6766714602708817,0.0787670761346817,-0.7671621441841125,0.048523738980293274,-0.3350611925125122,0.04906626045703888,-0.5076293349266052,0.02066768705844879,-0.6210730671882629,-0.028038442134857178,-0.712287425994873,-0.00825849175453186,-0.27624183893203735,-0.017575889825820923,-0.41310831904411316,-0.04710733890533447,-0.506130576133728,-0.08928205072879791,-0.5840963125228882
L,0.0,0.0,0.15151885151863098,-0.014765024185180664,0.3256230354309082,-0.11187022924423218,0.4774210453033447,-0.16969901323318481,0.6052661538124084,-0.19216227531433105,0.21503344178199768,-0.3732481002807617,0.29273879528045654,-0.5397282838821411,0.3469082713127136,-0.6483147442340851,0.39065688848495483,-0.7599290311336517,0.1014401912689209,-0.40950480103492737,0.23015666007995605,-0.3674931526184082,0.17399120330810547,-0.20365160703659058,0.11647093296051025,-0.2178182601928711,-0.014479339122772217,-0.4000684320926666,0.12240594625473022,-0.3407480716705322,0.08758211135864258,-0.1953270435333252,0.029460817575454712,-0.2244173288345337,-0.12718060612678528,-0.36694270372390747,-0.006723850965499878,-0.3352951407432556,-0.006620645523071289,-0.22044646739959717,-0.06693291664123535,-0.21641719341278076
L,0.0,0.0,-0.1885548233985901,-0.06151425838470459,-0.35764896869659424,-0.15420711040496826,-0.48834437131881714,-0.2079564929008484,-0.6069691777229309,-0.23977535963058472,-0.19748836755752563,-0.3784041106700897,-0.29719069600105286,-0.5332157611846924,-0.33203360438346863,-0.6340942084789276,-0.36570775508880615,-0.7527135908603668,-0.08835303783416748,-0.40303730964660645,-0.2993255853652954,-0.33487236499786377,-0.23113393783569336,-0.18393123149871826,-0.15213316679000854,-0.2081802487373352,0.014117181301116943,-0.37562909722328186,-0.19027560949325562,-0.32055026292800903,-0.15178990364074707,-0.18492281436920166,-0.07543820142745972,-0.20237863063812256,0.10321378707885742,-0.32811129093170166,-0.06361156702041626,-0.2967802882194519,-0.06939315795898438,-0.18857568502426147,-0.009921073913574219,-0.18162399530410767
T,0.0,0.0,0.14761656522750854,-0.05858355760574341,0.2845546007156372,-0.18744969367980957,0.39789241552352905,-0.28934991359710693,0.5246609449386597,-0.3488927483558655,0.16028276085853577,-0.3510971665382385,0.2509879469871521,-0.39976388216018677,0.32990360260009766,-0.3797537684440613,0.390717089176178,-0.35466110706329346,0.07950359582901001,-0.3712080121040344,0.09953072667121887,-0.5740585327148438,0.08414217829704285,-0.7079098224639893,0.050144195556640625,-0.8176246583461761,-0.012079060077667236,-0.3462234139442444,-0.010935842990875244,-0.5414234399795532,-0.028798818588256836,-0.6563887894153595,-0.05773845314979553,-0.7597227394580841,-0.10752926766872406,-0.2817140221595764,-0.11370910704135895,-0.42946913838386536,-0.1298314332962036,-0.523288756608963,-0.1566968560218811,-0.612618088722229
T,0.0,0.0,0.15299507975578308,-0.06295686960220337,0.28467845916748047,-0.19796502590179443,0.40553927421569824,-0.29886817932128906,0.5322061777114868,-0.3687046766281128,0.12640663981437683,-0.3831860423088074,0.23123538494110107,-0.41004815697669983,0.33608144521713257,-0.38514256477355957,0.4130287170410156,-0.3582426905632019,0.04996144771575928,-0.39368540048599243,0.060617029666900635,-0.6003510355949402,0.03787726163864136,-0.7388235479593277,-0.009138643741607666,-0.849342554807663,-0.035571008920669556,-0.35879242420196533,-0.04983103275299072,-0.5593932867050171,-0.07819174230098724,-0.6813957840204239,-0.12162792682647705,-0.7864137887954712,-0.12179909646511078,-0.28084683418273926,-0.13708233833312988,-0.43051308393478394,-0.15777695178985596,-0.5274132788181305,-0.19133898615837097,-0.6157277226448059
L,0.0,0.0,-0.16872918605804443,-0.014226913452148438,-0.34851863980293274,-0.05964016914367676,-0.5102945566177368,-0.08078634738922119,-0.6569476425647736,-0.07874047756195068,-0.3449861407279968,-0.36488962173461914,-0.3906700015068054,-0.5552238523960114,-0.4088236093521118,-0.6762529909610748,-0.43423813581466675,-0.7990523278713226,-0.2217828631401062,-0.38164186477661133,-0.1832904815673828,-0.40981391072273254,-0.1560932993888855,-0.25490623712539673,-0.1903775930404663,-0.26023775339126587,-0.09651482105255127,-0.38539403676986694,-0.06230199337005615,-0.41353312134742737,-0.04647064208984375,-0.2626163363456726,-0.0918378233909607,-0.26962900161743164,0.02526777982711792,-0.39171770215034485,0.06647634506225586,-0.4459975063800812,0.062569260597229,-0.3354458808898926,0.017455458641052246,-0.30182892084121704
D,0.0,0.0,0.015801936388015747,-0.18175780773162842,0.12094226479530334,-0.3436051309108734,0.27835139632225037,-0.41584184765815735,0.4123259484767914,-0.39768344163894653,0.11724281311035156,-0.46031808853149414,0.17189329862594604,-0.676300585269928,0.3119453489780426,-0.7323243021965027,0.42689910531044006,-0.7112047374248505,0.18265414237976074,-0.3718779683113098,0.5065312683582306,-0.4645959734916687,0.6503896415233612,-0.4087705612182617,0.6827915012836456,-0.3356497287750244,0.2674024999141693,-0.26329970359802246,0.573155015707016,-0.38384756445884705,0.7030691206455231,-0.3489554524421692,0.7355211079120636,-0.29506731033325195,0.3590468466281891,-0.16338688135147095,0.586221843957901,-0.25211435556411743,0.6772456467151642,-0.24426805973052979,0.7136823832988739,-0.23315244913101196
A,0.0,0.0,-0.09130537509918213,-0.1680067777633667,-0.04879838228225708,-0.40151718258857727,0.015960097312927246,-0.5812643766403198,0.06767603754997253,-0.6891256272792816,0.19303163886070251,-0.5307029485702515,0.20319867134094238,-0.5654500126838684,0.10598737001419067,-0.4486815333366394,0.07366785407066345,-0.42642641067504883,0.321632981300354,-0.45025011897087097,0.2725532650947571,-0.43775641918182373,0.12567609548568726,-0.30604666471481323,0.12454149127006531,-0.3270609378814697,0.40885376930236816,-0.3399600386619568,0.31506556272506714,-0.2984573245048523,0.1757853925228119,-0.20276957750320435,0.1828145980834961,-0.23325449228286743,0.47091466188430786,-0.22097563743591309,0.35528725385665894,-0.17236942052841187,0.24768084287643433,-0.12409597635269165,0.2586725354194641,-0.15466928482055664
D,0.0,0.0,0.11203423142433167,-0.15416479110717773,0.22018396854400635,-0.24889475107192993,0.33039766550064087,-0.29309266805648804,0.4314953684806824,-0.307478666305542,0.19948917627334595,-0.34573739767074585,0.2115381956100464,-0.5367369055747986,0.2334403395652771,-0.6827891767024994,0.22421830892562866,-0.7922064065933228,0.19508180022239685,-0.2723391056060791,0.4474331736564636,-0.320464551448822,0.5963489413261414,-0.2517580986022949,0.6607049107551575,-0.18085163831710815,0.2180481255054474,-0.1729148030281067,0.4689616560935974,-0.2254372239112854,0.6140205264091492,-0.18323171138763428,0.6706393361091614,-0.1250596046447754,0.269713819026947,-0.08599656820297241,0.45563286542892456,-0.1091151237487793,0.5770475268363953,-0.09169036149978638,0.6447425484657288,-0.055614471435546875
